Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"Rate per 100,000 population"
2012,December,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 377 , 6.7 
2012,December,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 30 , 0.5 
2012,December,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 79 , 1.4 
2012,December,D Public order and security offences,D30 Public nuisance offences,D33 Begging, 200 , 3.5 
2012,December,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 995 , 17.6 
2012,December,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 111 , 2.0 
2012,December,D Public order and security offences,D40 Public security offences,D43 Hacking, 39 , 0.7 
2012,December,D Public order and security offences,D40 Public security offences,D49 Other public security offences, 1 , 0.0 
2012,December,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 109 , 1.9 
2012,December,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear, 2 , 0.0 
2012,December,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 988 , 17.5 
2012,December,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 586 , 10.4 
2012,December,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 546 , 9.7 
2012,December,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 965 , 17.1 
2012,December,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 6,237 ", 110.4 
2012,December,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 700 , 12.4 
2012,December,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions," 5,983 ", 105.9 
2012,December,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 752 , 13.3 
2012,December,F Other offences,F10 Regulatory driving offences,F11 Drink driving, 10 , 0.2 
2012,December,F Other offences,F10 Regulatory driving offences,F12 Drug driving, 1 , 0.0 
2012,December,F Other offences,F10 Regulatory driving offences,F15 Licensing offences, 3 , 0.1 
2012,December,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences, 2 , 0.0 
2012,December,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences, 3 , 0.1 
2012,December,F Other offences,F20 Transport regulation offences,F21 Public transport, 90 , 1.6 
2012,December,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences, 1 , 0.0 
2012,December,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 6 , 0.1 
2012,December,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 8 , 0.1 
2012,December,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 141 , 2.5 
2012,December,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 11 , 0.2 
2012,December,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 93 , 1.6 
2012,December,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 180 , 3.2 
2012,December,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 23 , 0.4 
2012,December,F Other offences,F30 Other government regulatory offences,F35 Intellectual property, 16 , 0.3 
2012,December,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 138 , 2.4 
2012,December,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 47 , 0.8 
2012,December,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 22 , 0.4 
2012,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 32 , 0.6 
2012,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 143 , 2.5 
2012,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 8 , 0.1 
2012,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 39 , 0.7 
2011,December,A Crimes against the person,A10 Homicide and related offences,A11 Murder, 48 , 0.9 
2011,December,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder, 26 , 0.5 
2011,December,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder, 20 , 0.4 
2011,December,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death, 45 , 0.8 
2011,December,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault," 5,387 ", 97.3 
2011,December,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault," 9,602 ", 173.4 
2011,December,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer"," 1,437 ", 25.9 
2011,December,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault," 5,035 ", 90.9 
2011,December,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault," 6,015 ", 108.6 
2011,December,A Crimes against the person,A30 Sexual offences,A31 Rape," 2,052 ", 37.1 
2011,December,A Crimes against the person,A30 Sexual offences,A32 Indecent assault," 2,034 ", 36.7 
2011,December,A Crimes against the person,A30 Sexual offences,A33 Incest, 138 , 2.5 
2011,December,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children, 303 , 5.5 
2011,December,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences, 27 , 0.5 
2011,December,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 101 , 1.8 
2011,December,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 173 , 3.1 
2011,December,A Crimes against the person,A50 Robbery,A51 Aggravated robbery," 2,316 ", 41.8 
2011,December,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 182 , 3.3 
2011,December,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 53 , 1.0 
2011,December,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 29 , 0.5 
2011,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 333 , 6.0 
2011,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 795 , 14.4 
2011,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 100 , 1.8 
2011,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 288 , 5.2 
2011,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 998 , 18.0 
2011,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour," 1,244 ", 22.5 
2011,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 63 , 1.1 
2011,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 53 , 1.0 
2011,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 522 , 9.4 
2011,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people," 1,434 ", 25.9 
2011,December,B Property and deception offences,B10 Arson,B11 Cause damage by fire," 2,737 ", 49.4 
2011,December,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 20 , 0.4 
2011,December,B Property and deception offences,B10 Arson,B19 Other fire related offences, 100 , 1.8 
2011,December,B Property and deception offences,B20 Property damage,B21 Criminal damage," 40,168 ", 725.3 
2011,December,B Property and deception offences,B20 Property damage,B22 Graffiti," 3,350 ", 60.5 
2011,December,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 252 , 4.6 
2011,December,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary," 1,853 ", 33.5 
2011,December,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 57 , 1.0 
2011,December,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 11 , 0.2 
2011,December,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary," 27,198 ", 491.1 
2011,December,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary," 13,198 ", 238.3 
2011,December,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 321 , 5.8 
2011,December,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 12,781 ", 230.8 
2011,December,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 42,168 ", 761.5 
2011,December,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 18,044 ", 325.8 
2011,December,B Property and deception offences,B40 Theft,B44 Theft of a bicycle," 3,889 ", 70.2 
2011,December,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods," 3,383 ", 61.1 
2011,December,B Property and deception offences,B40 Theft,B46 Fare evasion, 66 , 1.2 
2011,December,B Property and deception offences,B40 Theft,B49 Other theft," 41,690 ", 752.8 
2011,December,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting," 1,068 ", 19.3 
2011,December,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 2 , 0.0 
2011,December,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception," 8,430 ", 152.2 
2011,December,B Property and deception offences,B50 Deception,B54 State false information, 467 , 8.4 
2011,December,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 13 , 0.2 
2011,December,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 39 , 0.7 
2011,December,B Property and deception offences,B50 Deception,B59 Other deception offences, 23 , 0.4 
2011,December,B Property and deception offences,B60 Bribery,B61 Bribery of officials, 22 , 0.4 
2011,December,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 16 , 0.3 
2011,December,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking," 2,020 ", 36.5 
2011,December,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 728 , 13.1 
2011,December,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 121 , 2.2 
2011,December,C Drug offences,C30 Drug use and possession,C31 Drug use, 608 , 11.0 
2011,December,C Drug offences,C30 Drug use and possession,C32 Drug possession," 7,131 ", 128.8 
2011,December,C Drug offences,C90 Other drug offences,C99 Other drug offences, 18 , 0.3 
2011,December,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences," 1,038 ", 18.7 
2011,December,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences," 3,241 ", 58.5 
2011,December,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 126 , 2.3 
2011,December,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 313 , 5.7 
2011,December,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public," 13,029 ", 235.3 
2011,December,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct," 4,333 ", 78.2 
2011,December,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 854 , 15.4 
2011,December,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 360 , 6.5 
2011,December,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 272 , 4.9 
2011,December,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 24 , 0.4 
2011,December,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 98 , 1.8 
2011,December,D Public order and security offences,D30 Public nuisance offences,D33 Begging, 135 , 2.4 
2011,December,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 800 , 14.4 
2011,December,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 97 , 1.8 
2011,December,D Public order and security offences,D40 Public security offences,D43 Hacking, 39 , 0.7 
2011,December,D Public order and security offences,D40 Public security offences,D49 Other public security offences, 1 , 0.0 
2011,December,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 95 , 1.7 
2011,December,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear, 1 , 0.0 
2011,December,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 831 , 15.0 
2011,December,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 550 , 9.9 
2011,December,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 361 , 6.5 
2011,December,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 580 , 10.5 
2011,December,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 4,979 ", 89.9 
2011,December,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 309 , 5.6 
2011,December,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions," 5,429 ", 98.0 
2011,December,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 575 , 10.4 
2011,December,F Other offences,F10 Regulatory driving offences,F11 Drink driving, 7 , 0.1 
2011,December,F Other offences,F10 Regulatory driving offences,F15 Licensing offences, 2 , 0.0 
2011,December,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences, 1 , 0.0 
2011,December,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences, 5 , 0.1 
2011,December,F Other offences,F20 Transport regulation offences,F21 Public transport, 96 , 1.7 
2011,December,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences, 1 , 0.0 
2011,December,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 7 , 0.1 
2011,December,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 10 , 0.2 
2011,December,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 212 , 3.8 
2011,December,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 12 , 0.2 
2011,December,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 64 , 1.2 
2011,December,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 331 , 6.0 
2011,December,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 21 , 0.4 
2011,December,F Other offences,F30 Other government regulatory offences,F35 Intellectual property, 17 , 0.3 
2011,December,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 103 , 1.9 
2011,December,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 38 , 0.7 
2011,December,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 9 , 0.2 
2011,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 18 , 0.3 
2011,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 122 , 2.2 
2011,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 6 , 0.1 
2011,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 48 , 0.9 
2010,December,A Crimes against the person,A10 Homicide and related offences,A11 Murder, 44 , 0.8 
2010,December,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder, 36 , 0.7 
2010,December,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder, 14 , 0.3 
2010,December,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death, 57 , 1.0 
2010,December,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault," 3,921 ", 71.8 
2010,December,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault," 10,215 ", 187.1 
2010,December,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer"," 1,442 ", 26.4 
2010,December,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault," 3,497 ", 64.0 
2010,December,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault," 6,276 ", 114.9 
2010,December,A Crimes against the person,A30 Sexual offences,A31 Rape," 1,691 ", 31.0 
2010,December,A Crimes against the person,A30 Sexual offences,A32 Indecent assault," 1,844 ", 33.8 
2010,December,A Crimes against the person,A30 Sexual offences,A33 Incest, 149 , 2.7 
2010,December,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children, 248 , 4.5 
2010,December,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences, 27 , 0.5 
2010,December,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 85 , 1.6 
2010,December,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 158 , 2.9 
2010,December,A Crimes against the person,A50 Robbery,A51 Aggravated robbery," 2,120 ", 38.8 
2010,December,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 172 , 3.1 
2010,December,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 56 , 1.0 
2010,December,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 51 , 0.9 
2010,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 251 , 4.6 
2010,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 829 , 15.2 
2010,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 43 , 0.8 
2010,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 242 , 4.4 
2010,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 696 , 12.7 
2010,December,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour," 1,395 ", 25.5 
2010,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 69 , 1.3 
2010,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 52 , 1.0 
2010,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 612 , 11.2 
2010,December,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people," 1,336 ", 24.5 
2010,December,B Property and deception offences,B10 Arson,B11 Cause damage by fire," 2,829 ", 51.8 
2010,December,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 31 , 0.6 
2010,December,B Property and deception offences,B10 Arson,B19 Other fire related offences, 164 , 3.0 
2010,December,B Property and deception offences,B20 Property damage,B21 Criminal damage," 42,617 ", 780.4 
2010,December,B Property and deception offences,B20 Property damage,B22 Graffiti," 2,789 ", 51.1 
2010,December,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 238 , 4.4 
2010,December,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary," 1,771 ", 32.4 
2010,December,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 75 , 1.4 
2010,December,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary, 3 , 0.1 
2010,December,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary," 26,207 ", 479.9 
2010,December,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary," 14,883 ", 272.5 
2010,December,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 429 , 7.9 
2010,December,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 12,574 ", 230.2 
2010,December,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 42,134 ", 771.5 
2010,December,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 19,379 ", 354.9 
2010,December,B Property and deception offences,B40 Theft,B44 Theft of a bicycle," 3,987 ", 73.0 
2010,December,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods," 3,049 ", 55.8 
2010,December,B Property and deception offences,B40 Theft,B46 Fare evasion, 49 , 0.9 
2010,December,B Property and deception offences,B40 Theft,B49 Other theft," 41,628 ", 762.3 
2010,December,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting," 1,122 ", 20.5 
2010,December,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument, 2 , 0.0 
2010,December,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception," 7,885 ", 144.4 
2010,December,B Property and deception offences,B50 Deception,B54 State false information, 417 , 7.6 
2010,December,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 13 , 0.2 
2010,December,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 42 , 0.8 
2010,December,B Property and deception offences,B50 Deception,B59 Other deception offences, 39 , 0.7 
2010,December,B Property and deception offences,B60 Bribery,B61 Bribery of officials, 12 , 0.2 
2010,December,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 14 , 0.3 
2010,December,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking," 1,981 ", 36.3 
2010,December,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 755 , 13.8 
2010,December,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 91 , 1.7 
2010,December,C Drug offences,C30 Drug use and possession,C31 Drug use, 570 , 10.4 
2010,December,C Drug offences,C30 Drug use and possession,C32 Drug possession," 6,291 ", 115.2 
2010,December,C Drug offences,C90 Other drug offences,C99 Other drug offences, 20 , 0.4 
2010,December,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 955 , 17.5 
2010,December,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences," 3,110 ", 56.9 
2010,December,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 133 , 2.4 
2010,December,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 371 , 6.8 
2010,December,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public," 16,000 ", 293.0 
2010,December,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct," 5,713 ", 104.6 
2010,December,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 965 , 17.7 
2010,December,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 445 , 8.1 
2010,December,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct, 327 , 6.0 
2010,December,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 20 , 0.4 
2010,December,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 105 , 1.9 
2010,December,D Public order and security offences,D30 Public nuisance offences,D33 Begging, 251 , 4.6 
2010,December,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel, 1 , 0.0 
2010,December,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 841 , 15.4 
2010,December,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 83 , 1.5 
2010,December,D Public order and security offences,D40 Public security offences,D41 Immigration offences, 1 , 0.0 
2010,December,D Public order and security offences,D40 Public security offences,D43 Hacking, 46 , 0.8 
2010,December,D Public order and security offences,D40 Public security offences,D49 Other public security offences, 2 , 0.0 
2010,December,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 82 , 1.5 
2010,December,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear, 4 , 0.1 
2010,December,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 968 , 17.7 
2010,December,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 533 , 9.8 
2010,December,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 363 , 6.6 
2010,December,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 204 , 3.7 
2010,December,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 4,257 ", 78.0 
2010,December,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 104 , 1.9 
2010,December,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions," 4,455 ", 81.6 
2010,December,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 524 , 9.6 
2010,December,F Other offences,F10 Regulatory driving offences,F11 Drink driving, 11 , 0.2 
2010,December,F Other offences,F10 Regulatory driving offences,F15 Licensing offences, 2 , 0.0 
2010,December,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences, 1 , 0.0 
2010,December,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences, 7 , 0.1 
2010,December,F Other offences,F20 Transport regulation offences,F21 Public transport, 64 , 1.2 
2010,December,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences, 2 , 0.0 
2010,December,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 11 , 0.2 
2010,December,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 5 , 0.1 
2010,December,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 232 , 4.2 
2010,December,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 7 , 0.1 
2010,December,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences, 76 , 1.4 
2010,December,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 819 , 15.0 
2010,December,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences, 24 , 0.4 
2010,December,F Other offences,F30 Other government regulatory offences,F35 Intellectual property, 26 , 0.5 
2010,December,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences, 63 , 1.2 
2010,December,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences, 22 , 0.4 
2010,December,F Other offences,F90 Miscellaneous offences,F91 Environmental offences, 22 , 0.4 
2010,December,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 22 , 0.4 
2010,December,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 111 , 2.0 
2010,December,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 12 , 0.2 
2010,December,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 32 , 0.6 
